,Date,P/E,P/B,Div Yield,Nifty,Earnings,Book Value,Dividend,D/E,E/B,50- TPE,Earning growth,DIV GROWTH,,,,,,,,,,,,
2093,5/3/2007,19.76,5.41,1.13,4150.85,210.06,767.26,36.73,17.49%,27.38%,18.82,-0.06,0.28,,,,,,,,,,,,
2094,5/4/2007,19.59,5.36,1.14,4117.35,210.18,768.16,36.12,17.18%,27.36%,18.86,-0.03,0.29,,,,,,,,,,,,
2095,5/7/2007,19.56,5.36,1.14,4111.15,210.18,767.01,36.06,17.16%,27.40%,18.92,0,0.28,,,,,,,,,,,,
2096,5/8/2007,19.39,5.31,1.15,4077,210.26,767.8,35.45,16.86%,27.39%,18.98,0.03,0.27,,,,,,,,,,,,
2097,5/9/2007,19.36,5.32,1.15,4079.3,210.71,766.79,35.47,16.83%,27.48%,19.03,0.06,0.26,,,,,,,,,,,,
2098,5/10/2007,19.31,5.3,1.15,4066.8,210.61,767.32,35.36,16.79%,27.45%,19.08,0.09,0.25,,,,,,,,,,,,
2099,5/11/2007,19.35,5.31,1.15,4076.65,210.68,767.73,35.45,16.83%,27.44%,19.13,0.12,0.24,,,,,,,,,,,,
2100,5/14/2007,19.54,5.39,1.13,4134.3,211.58,767.03,36.59,17.29%,27.58%,19.17,0.15,0.24,,,,,,,,,,,,
2101,5/15/2007,19.46,5.36,1.15,4120.3,211.73,768.71,35.83,16.92%,27.54%,19.19,0.18,0.24,,,,,,,,,,,,
2102,5/16/2007,19.7,5.43,1.14,4170.95,211.72,768.13,36.59,17.28%,27.56%,19.23,0.21,0.24,,,,,,,,,,,,
2103,5/17/2007,19.93,5.49,1.12,4219.55,211.72,768.59,37.67,17.79%,27.55%,19.27,0.24,0.25,,,,,,,,,,,,
2104,5/18/2007,19.78,5.48,1.12,4214.5,213.07,769.07,37.63,17.66%,27.70%,19.32,0.27,0.24,,,,,,,,,,,,
2105,5/21/2007,19.83,5.54,1.11,4260.9,214.87,769.12,38.39,17.86%,27.94%,19.37,0.32,0.24,,,,,,,,,,,,
2106,5/22/2007,19.91,5.57,1.11,4278.1,214.87,768.06,38.54,17.94%,27.98%,19.41,0.36,0.24,,,,,,,,,,,,
2107,5/23/2007,19.78,5.53,1.12,4246.2,214.67,767.85,37.91,17.66%,27.96%,19.48,0.39,0.22,,,,,,,,,,,,
2108,5/24/2007,19.59,5.47,1.13,4204.9,214.65,768.72,37.21,17.34%,27.92%,19.53,0.43,0.2,,,,,,,,,,,,
2109,5/25/2007,19.98,5.53,1.12,4248.15,212.62,768.2,37.93,17.84%,27.68%,19.58,0.42,0.19,,,,,,,,,,,,
2110,5/28/2007,19.99,5.54,1.11,4256.55,212.93,768.33,38.35,18.01%,27.71%,19.62,0.41,0.17,,,,,,,,,,,,
2111,5/29/2007,20.11,5.59,1.1,4293.25,213.49,768.02,39.03,18.28%,27.80%,19.65,0.4,0.17,,,,,,,,,,,,
2112,5/30/2007,20.17,5.53,1.11,4249.65,210.69,768.47,38.29,18.17%,27.42%,19.69,0.38,0.16,,,,,,,,,,,,
2113,5/31/2007,20.41,5.59,1.1,4295.8,210.48,768.48,39.05,18.55%,27.39%,19.73,0.35,0.16,,,,,,,,,,,,
2114,6/1/2007,20.41,5.59,1.1,4297.05,210.54,768.7,39.06,18.55%,27.39%,19.77,0.31,0.14,,,,,,,,,,,,
2115,6/4/2007,20.27,5.48,1.09,4267.05,210.51,778.66,39.15,18.60%,27.04%,19.8,0.28,0.14,,,,,,,,,,,,
2116,6/5/2007,20.35,5.5,1.08,4284.65,210.55,779.03,39.67,18.84%,27.03%,19.82,0.25,0.14,,,,,,,,,,,,
2117,6/6/2007,19.94,5.39,1.1,4198.25,210.54,778.9,38.17,18.13%,27.03%,19.83,0.22,0.13,,,,,,,,,,,,
2118,6/7/2007,19.85,5.37,1.11,4179.5,210.55,778.31,37.65,17.88%,27.05%,19.83,0.19,0.12,,,,,,,,,,,,
2119,6/8/2007,19.69,5.32,1.12,4145,210.51,779.14,37.01,17.58%,27.02%,19.84,0.16,0.1,,,,,,,,,,,,
2120,6/11/2007,19.69,5.33,1.12,4145.6,210.54,777.79,37.01,17.58%,27.07%,19.83,0.13,0.09,,,,,,,,,,,,
2121,6/12/2007,19.74,5.34,1.11,4155.2,210.5,778.13,37.43,17.78%,27.05%,19.83,0.1,0.08,,,,,,,,,,,,
2122,6/13/2007,19.54,5.28,1.13,4113.05,210.49,778.99,36.4,17.29%,27.02%,19.81,0.07,0.08,,,,,,,,,,,,
2123,6/14/2007,19.81,5.36,1.11,4170,210.5,777.99,37.57,17.85%,27.06%,19.8,0.04,0.08,,,,,,,,,,,,
2124,6/15/2007,19.82,5.36,1.11,4171.45,210.47,778.26,37.58,17.86%,27.04%,19.78,0.01,0.08,,,,,,,,,,,,
2125,6/18/2007,19.7,5.33,1.12,4147.1,210.51,778.07,37.03,17.59%,27.06%,19.79,-0.01,0.07,,,,,,,,,,,,
2126,6/19/2007,20.02,5.41,1.1,4214.3,210.5,778.98,38.31,18.20%,27.02%,19.8,-0.03,0.06,,,,,,,,,,,,
2127,6/20/2007,20.19,5.46,1.09,4248.65,210.43,778.14,38.98,18.52%,27.04%,19.82,-0.04,0.07,,,,,,,,,,,,
2128,6/21/2007,20.28,5.48,1.09,4267.4,210.42,778.72,39.15,18.61%,27.02%,19.84,-0.05,0.07,,,,,,,,,,,,
2129,6/22/2007,20.2,5.31,1.13,4252.05,210.5,800.76,37.63,17.88%,26.29%,19.86,-0.06,0.06,,,,,,,,,,,,
2130,6/25/2007,20.32,5.32,1.13,4259.4,209.62,800.64,37.69,17.98%,26.18%,19.88,-0.08,0.05,,,,,,,,,,,,
2131,6/26/2007,20.44,5.36,1.12,4285.7,209.67,799.57,38.27,18.25%,26.22%,19.91,-0.09,0.04,,,,,,,,,,,,
2132,6/27/2007,20.34,5.33,1.12,4263.95,209.63,799.99,38.07,18.16%,26.20%,19.95,-0.1,0.03,,,,,,,,,,,,
2133,6/28/2007,20.42,5.35,1.12,4282,209.7,800.37,38.23,18.23%,26.20%,19.98,-0.11,0.02,,,,,,,,,,,,
2134,6/29/2007,20.6,5.4,1.11,4318.3,209.63,799.69,38.9,18.56%,26.21%,20.01,-0.12,0.02,,,,,,,,,,,,
2135,7/2/2007,20.62,5.39,1.11,4313.75,209.2,800.32,38.86,18.58%,26.14%,20.04,-0.13,0.01,,,,,,,,,,,,
2136,7/3/2007,20.83,5.45,1.1,4357.55,209.2,799.55,39.61,18.94%,26.16%,20.08,-0.14,0.01,,,,,,,,,,,,
2137,7/4/2007,20.84,5.45,1.1,4359.3,209.18,799.87,39.63,18.95%,26.15%,20.1,-0.14,0.01,,,,,,,,,,,,
2138,7/5/2007,20.81,5.44,1.1,4353.95,209.22,800.36,39.58,18.92%,26.14%,20.13,-0.14,0.02,,,,,,,,,,,,
2139,7/6/2007,21.11,5.52,1.09,4384.85,207.71,794.36,40.23,19.37%,26.15%,20.17,-0.14,0.03,,,,,,,,,,,,
2140,7/9/2007,21.27,5.56,1.08,4419.4,207.78,794.86,40.92,19.69%,26.14%,20.21,-0.13,0.04,,,,,,,,,,,,
2141,7/10/2007,21.2,5.55,1.08,4406.05,207.83,793.88,40.8,19.63%,26.18%,20.25,-0.12,0.05,,,,,,,,,,,,
2142,7/11/2007,21.06,5.52,1.09,4387.15,208.32,794.77,40.25,19.32%,26.21%,20.29,-0.11,0.05,,,,,,,,,,,,
2143,7/12/2007,21.35,5.6,1.07,4446.15,208.25,793.96,41.55,19.95%,26.23%,20.34,-0.11,0.07,,,,,,,,,,,,
2144,7/13/2007,21.63,5.67,1.06,4504.55,208.25,794.45,42.5,20.41%,26.21%,20.38,-0.1,0.08,,,,,,,,,,,,
2145,7/16/2007,21.78,5.71,1.05,4512.15,207.17,790.22,42.97,20.74%,26.22%,20.43,-0.09,0.11,,,,,,,,,,,,
2146,7/17/2007,21.65,5.69,1.05,4496.75,207.7,790.29,42.83,20.62%,26.28%,20.48,-0.1,0.12,,,,,,,,,,,,
2147,7/18/2007,21.64,5.69,1.05,4499.55,207.93,790.78,42.85,20.61%,26.29%,20.51,-0.1,0.14,,,,,,,,,,,,
2148,7/19/2007,21.86,5.77,1.04,4562.1,208.7,790.66,43.87,21.02%,26.40%,20.55,-0.1,0.16,,,,,,,,,,,,
2149,7/20/2007,21.76,5.35,1.07,4566.05,209.84,853.47,42.67,20.34%,24.59%,20.6,-0.09,0.18,,,,,,,,,,,,
2150,7/23/2007,22,5.42,1.05,4619.35,209.97,852.28,43.99,20.95%,24.64%,20.65,-0.09,0.2,,,,,,,,,,,,
2151,7/24/2007,22.01,5.42,1.05,4620.75,209.94,852.54,44.01,20.96%,24.63%,20.71,-0.08,0.22,,,,,,,,,,,,
2152,7/25/2007,21.71,5.38,1.06,4588.7,211.36,852.92,43.29,20.48%,24.78%,20.76,-0.06,0.23,,,,,,,,,,,,
2153,7/26/2007,21.71,5.42,1.05,4619.8,212.8,852.36,44,20.68%,24.97%,20.82,-0.04,0.23,,,,,,,,,,,,
2154,7/27/2007,20.87,5.21,1.09,4445.2,212.99,853.21,40.78,19.15%,24.96%,20.86,-0.02,0.22,,,,,,,,,,,,
2155,7/30/2007,20.34,5.21,1.1,4440.05,218.29,852.22,40.36,18.49%,25.61%,20.87,0.03,0.21,,,,,,,,,,,,
2156,7/31/2007,20.49,5.31,1.07,4528.85,221.03,852.89,42.33,19.15%,25.92%,20.9,0.09,0.2,,,,,,,,,,,,
2157,8/1/2007,19.65,5.1,1.12,4345.85,221.16,852.13,38.8,17.54%,25.95%,20.9,0.15,0.17,,,,,,,,,,,,
2158,8/2/2007,19.72,5.12,1.11,4356.35,220.91,850.85,39.25,17.77%,25.96%,20.89,0.2,0.15,,,,,,,,,,,,
2159,8/3/2007,19.93,5.17,1.1,4401.55,220.85,851.36,40.01,18.12%,25.94%,20.9,0.25,0.13,,,,,,,,,,,,
2160,8/6/2007,19.65,5.1,1.12,4339.5,220.84,850.88,38.75,17.54%,25.95%,20.89,0.3,0.11,,,,,,,,,,,,
2161,8/7/2007,19.72,5.12,1.11,4356.35,220.91,850.85,39.25,17.77%,25.96%,20.88,0.34,0.09,,,,,,,,,,,,
2162,8/8/2007,20.2,5.24,1.09,4462.1,220.9,851.55,40.94,18.53%,25.94%,20.87,0.38,0.08,,,,,,,,,,,,
2163,8/9/2007,19.94,5.17,1.1,4403.2,220.82,851.68,40.03,18.13%,25.93%,20.87,0.42,0.06,,,,,,,,,,,,
2164,8/10/2007,19.63,5.09,1.12,4333.35,220.75,851.35,38.69,17.53%,25.93%,20.85,0.45,0.04,,,,,,,,,,,,
2165,8/13/2007,19.81,5.14,1.11,4373.65,220.78,850.9,39.4,17.85%,25.95%,20.83,0.47,0.02,,,,,,,,,,,,
2166,8/14/2007,19.77,5.14,1.11,4370.2,221.05,850.23,39.37,17.81%,26.00%,20.81,0.5,-0.01,,,,,,,,,,,,
2167,8/16/2007,18.9,4.92,1.16,4178.6,221.09,849.31,36.02,16.29%,26.03%,20.77,0.52,-0.04,,,,,,,,,,,,
2168,8/17/2007,18.58,4.83,1.18,4108.05,221.1,850.53,34.81,15.75%,26.00%,20.71,0.53,-0.08,,,,,,,,,,,,
2169,8/20/2007,19.04,4.95,1.15,4209.05,221.06,850.31,36.6,16.56%,26.00%,20.66,0.55,-0.11,,,,,,,,,,,,
2170,8/21/2007,18.43,4.79,1.19,4074.9,221.1,850.71,34.24,15.49%,25.99%,20.59,0.55,-0.15,,,,,,,,,,,,
2171,8/22/2007,18.79,4.73,1.18,4153.15,221.03,878.04,35.2,15.92%,25.17%,20.53,0.56,-0.18,,,,,,,,,,,,
2172,8/23/2007,18.62,4.69,1.19,4114.95,221,877.39,34.58,15.65%,25.19%,20.47,0.55,-0.22,,,,,,,,,,,,
2173,8/24/2007,18.96,4.77,1.17,4190.15,221,878.44,35.81,16.21%,25.16%,20.4,0.54,-0.24,,,,,,,,,,,,
2174,8/27/2007,19.47,4.9,1.14,4302.6,220.99,878.08,37.74,17.08%,25.17%,20.35,0.53,-0.24,,,,,,,,,,,,
2175,8/28/2007,19.55,4.92,1.14,4320.7,221.01,878.19,37.9,17.15%,25.17%,20.3,0.51,-0.25,,,,,,,,,,,,
2176,8/29/2007,19.72,4.96,1.13,4359.3,221.06,878.89,38.58,17.45%,25.15%,20.26,0.49,-0.25,,,,,,,,,,,,
2177,8/30/2007,19.96,5.02,1.11,4412.3,221.06,878.94,39.75,17.98%,25.15%,20.22,0.46,-0.25,,,,,,,,,,,,
2178,8/31/2007,20.2,5.08,1.1,4464,220.99,878.74,40.58,18.36%,25.15%,20.18,0.43,-0.23,,,,,,,,,,,,
2179,9/3/2007,20.25,5.1,1.1,4474.75,220.98,877.4,40.68,18.41%,25.19%,20.13,0.39,-0.2,,,,,,,,,,,,
2180,9/4/2007,20.27,5.1,1.1,4479.25,220.98,878.28,40.72,18.43%,25.16%,20.09,0.35,-0.18,,,,,,,,,,,,
2181,9/5/2007,20.26,5.1,1.1,4475.85,220.92,877.62,40.69,18.42%,25.17%,20.05,0.31,-0.16,,,,,,,,,,,,
2182,9/6/2007,20.45,5.15,1.09,4518.6,220.96,877.4,41.46,18.76%,25.18%,20.01,0.27,-0.13,,,,,,,,,,,,
2183,9/7/2007,20.41,5.14,1.09,4509.5,220.95,877.33,41.37,18.72%,25.18%,19.97,0.23,-0.1,,,,,,,,,,,,
2184,9/10/2007,20.4,5.13,1.09,4507.85,220.97,878.72,41.36,18.72%,25.15%,19.92,0.18,-0.07,,,,,,,,,,,,
2185,9/11/2007,20.35,5.12,1.09,4497.05,220.99,878.33,41.26,18.67%,25.16%,19.88,0.13,-0.03,,,,,,,,,,,,
2186,9/12/2007,20.35,5.12,1.09,4496.85,220.98,878.29,41.26,18.67%,25.16%,19.84,0.09,0,,,,,,,,,,,,
2187,9/13/2007,20.5,5.16,1.08,4528.95,220.92,877.7,41.93,18.98%,25.17%,19.8,0.05,0.04,,,,,,,,,,,,
2188,9/14/2007,20.45,5.03,1.14,4518,220.93,898.21,39.63,17.94%,24.60%,19.79,0.01,0.05,,,,,,,,,,,,
2189,9/17/2007,20.34,5.01,1.15,4494.65,220.98,897.14,39.08,17.69%,24.63%,19.79,0,0.06,,,,,,,,,,,,
2190,9/18/2007,20.57,5.06,1.14,4546.2,221.01,898.46,39.88,18.04%,24.60%,19.79,0,0.08,,,,,,,,,,,,
2191,9/19/2007,21.42,5.27,1.09,4732.35,220.93,897.98,43.42,19.65%,24.60%,19.84,0,0.1,,,,,,,,,,,,
2192,9/20/2007,21.49,5.29,1.09,4747.55,220.92,897.46,43.56,19.72%,24.62%,19.89,0,0.12,,,,,,,,,,,,
2193,9/21/2007,21.89,5.39,1.07,4837.55,220.99,897.5,45.21,20.46%,24.62%,19.95,0,0.16,,,,,,,,,,,,
2194,9/24/2007,22.18,5.26,1.08,4932.2,222.37,937.68,45.67,20.54%,23.72%,20.03,0.01,0.19,,,,,,,,,,,,
2195,9/25/2007,22.21,5.27,1.08,4938.85,222.37,937.16,45.73,20.56%,23.73%,20.1,0.01,0.22,,,,,,,,,,,,
2196,9/26/2007,22.21,5.27,1.08,4940.5,222.44,937.48,45.75,20.56%,23.73%,20.16,0.02,0.25,,,,,,,,,,,,
2197,9/27/2007,22.49,5.33,1.07,5000.55,222.35,938.19,46.73,21.02%,23.70%,20.23,0.02,0.29,,,,,,,,,,,,
2198,9/28/2007,22.58,5.36,1.06,5021.35,222.38,936.82,47.37,21.30%,23.74%,20.32,0.03,0.32,,,,,,,,,,,,
2199,10/1/2007,22.79,5.41,1.05,5068.95,222.42,936.96,48.28,21.70%,23.74%,20.41,0.03,0.35,,,,,,,,,,,,
2200,10/3/2007,23.43,5.56,1.03,5210.8,222.4,937.19,50.59,22.75%,23.73%,20.52,0.04,0.39,,,,,,,,,,,,
2201,10/4/2007,23.42,5.56,1.03,5208.65,222.4,936.81,50.57,22.74%,23.74%,20.65,0.04,0.41,,,,,,,,,,,,
2202,10/5/2007,23.62,5.66,1.01,5185.85,219.55,916.23,51.35,23.39%,23.96%,20.8,0.03,0.43,,,,,,,,,,,,
2203,10/8/2007,23.16,5.55,1.03,5085.1,219.56,916.23,49.37,22.49%,23.96%,20.92,0.02,0.44,,,,,,,,,,,,
2204,10/9/2007,24.26,5.82,0.99,5327.25,219.59,915.34,53.81,24.51%,23.99%,21.09,0.01,0.45,,,,,,,,,,,,
2205,10/10/2007,24.78,5.94,0.97,5441.45,219.59,916.07,56.1,25.55%,23.97%,21.27,0,0.48,,,,,,,,,,,,
2206,10/11/2007,25.13,6.03,0.95,5524.85,219.85,916.23,58.16,26.45%,24.00%,21.46,0,0.51,,,,,,,,,,,,
2207,10/12/2007,24.67,5.93,0.97,5428.25,220.03,915.39,55.96,25.43%,24.04%,21.62,-0.01,0.52,,,,,,,,,,,,
2208,10/15/2007,25.77,6.19,0.93,5670.4,220.04,916.06,60.97,27.71%,24.02%,21.81,-0.01,0.57,,,,,,,,,,,,
2209,10/16/2007,25.71,5.9,0.95,5668.05,220.46,960.69,59.66,27.06%,22.95%,21.99,-0.02,0.6,,,,,,,,,,,,
2210,10/17/2007,25.2,5.78,0.97,5559.3,220.61,961.82,57.31,25.98%,22.94%,22.15,-0.02,0.61,,,,,,,,,,,,
2211,10/18/2007,24.33,5.6,1.01,5351,219.93,955.54,52.98,24.09%,23.02%,22.28,-0.03,0.61,,,,,,,,,,,,
2212,10/19/2007,23.46,5.45,1.03,5215.3,222.31,956.94,50.63,22.78%,23.23%,22.38,-0.02,0.59,,,,,,,,,,,,
2213,10/22/2007,23.28,5.42,1.04,5184,222.68,956.46,49.85,22.38%,23.28%,22.47,-0.01,0.57,,,,,,,,,,,,
2214,10/23/2007,24.53,5.72,0.98,5473.7,223.14,956.94,55.85,25.03%,23.32%,22.59,0,0.58,,,,,,,,,,,,
2215,10/24/2007,24.66,5.75,0.98,5496.15,222.88,955.85,56.08,25.16%,23.32%,22.72,0.01,0.58,,,,,,,,,,,,
2216,10/25/2007,25.01,5.82,0.97,5568.95,222.67,956.86,57.41,25.78%,23.27%,22.85,0.01,0.58,,,,,,,,,,,,
2217,10/26/2007,25.57,5.96,0.94,5702.3,223.01,956.76,60.66,27.20%,23.31%,23.01,0.02,0.6,,,,,,,,,,,,
2218,10/29/2007,26.35,6.18,0.91,5905.9,224.13,955.65,64.9,28.96%,23.45%,23.18,0.03,0.64,,,,,,,,,,,,
2219,10/30/2007,26.01,6.15,0.92,5868.75,225.63,954.27,63.79,28.27%,23.64%,23.35,0.05,0.66,,,,,,,,,,,,
2220,10/31/2007,25.74,6.18,0.91,5900.65,229.24,954.8,64.84,28.29%,24.01%,23.51,0.09,0.68,,,,,,,,,,,,
2221,11/1/2007,25.65,6.15,0.92,5866.45,228.71,953.89,63.77,27.88%,23.98%,23.66,0.12,0.69,,,,,,,,,,,,
2222,11/2/2007,25.94,6.21,0.91,5932.4,228.7,955.3,65.19,28.51%,23.94%,23.82,0.15,0.68,,,,,,,,,,,,
2223,11/5/2007,25.57,6.13,0.92,5847.3,228.68,953.88,63.56,27.79%,23.97%,23.97,0.17,0.66,,,,,,,,,,,,
2224,11/6/2007,25.31,6.06,0.93,5786.5,228.63,954.87,62.22,27.22%,23.94%,24.11,0.19,0.63,,,,,,,,,,,,
2225,11/7/2007,25.29,6.06,0.93,5782.35,228.64,954.18,62.18,27.19%,23.96%,24.23,0.22,0.61,,,,,,,,,,,,
2226,11/8/2007,24.92,5.97,0.94,5698.75,228.68,954.56,60.63,26.51%,23.96%,24.33,0.23,0.58,,,,,,,,,,,,
2227,11/9/2007,24.77,5.93,0.95,5663.25,228.63,955.02,59.61,26.07%,23.94%,24.41,0.25,0.55,,,,,,,,,,,,
2228,11/12/2007,24.57,5.89,0.96,5617.1,228.62,953.67,58.51,25.59%,23.97%,24.48,0.27,0.51,,,,,,,,,,,,
2229,11/13/2007,24.92,5.97,0.94,5695.4,228.55,954,60.59,26.51%,23.96%,24.56,0.29,0.48,,,,,,,,,,,,
2230,11/14/2007,25.98,6.22,0.9,5937.9,228.56,954.65,65.98,28.87%,23.94%,24.67,0.31,0.46,,,,,,,,,,,,
2231,11/15/2007,25.87,6.2,0.91,5912.1,228.53,953.56,64.97,28.43%,23.97%,24.77,0.32,0.45,,,,,,,,,,,,
2232,11/16/2007,25.86,6.2,0.91,5906.85,228.42,952.72,64.91,28.42%,23.98%,24.87,0.33,0.43,,,,,,,,,,,,
2233,11/19/2007,25.87,6.2,0.91,5907.65,228.36,952.85,64.92,28.43%,23.97%,24.96,0.34,0.41,,,,,,,,,,,,
2234,11/20/2007,25.32,6.06,0.93,5780.9,228.31,953.94,62.16,27.23%,23.93%,25.01,0.35,0.38,,,,,,,,,,,,
2235,11/21/2007,24.35,5.83,0.97,5561.05,228.38,953.87,57.33,25.10%,23.94%,25.04,0.36,0.33,,,,,,,,,,,,
2236,11/22/2007,24.17,5.79,0.97,5519.35,228.36,953.26,56.9,24.92%,23.96%,25.06,0.35,0.27,,,,,,,,,,,,
2237,11/23/2007,24.53,5.88,0.96,5608.6,228.64,953.84,58.42,25.55%,23.97%,25.1,0.34,0.21,,,,,,,,,,,,
2238,11/26/2007,25.07,6.01,0.94,5731.7,228.63,953.69,60.98,26.67%,23.97%,25.12,0.32,0.19,,,,,,,,,,,,
2239,11/27/2007,24.92,5.98,0.94,5698.15,228.66,952.87,60.62,26.51%,24.00%,25.13,0.31,0.17,,,,,,,,,,,,
2240,11/28/2007,24.57,5.89,0.96,5617.55,228.63,953.74,58.52,25.59%,23.97%,25.11,0.29,0.15,,,,,,,,,,,,
2241,11/29/2007,24.65,5.91,0.95,5634.6,228.58,953.4,59.31,25.95%,23.98%,25.11,0.27,0.13,,,,,,,,,,,,
2242,11/30/2007,25.21,6.05,0.93,5762.75,228.59,952.52,61.97,27.11%,24.00%,25.09,0.25,0.14,,,,,,,,,,,,
2243,12/3/2007,25.66,6.15,0.91,5865,228.57,953.66,64.45,28.20%,23.97%,25.09,0.22,0.16,,,,,,,,,,,,
2244,12/4/2007,25.63,6.15,0.92,5858.35,228.57,952.58,63.68,27.86%,24.00%,25.1,0.2,0.16,,,,,,,,,,,,
2245,12/5/2007,25.98,6.23,0.9,5940,228.64,953.45,66,28.87%,23.98%,25.15,0.17,0.15,,,,,,,,,,,,
2246,12/6/2007,26.05,6.25,0.9,5954.7,228.59,952.75,66.16,28.94%,23.99%,25.23,0.15,0.12,,,,,,,,,,,,
2247,12/7/2007,26.14,6.27,0.9,5974.3,228.55,952.84,66.38,29.04%,23.99%,25.31,0.13,0.08,,,,,,,,,,,,
2248,12/10/2007,26.08,6.26,0.9,5960.6,228.55,952.17,66.23,28.98%,24.00%,25.36,0.11,0.07,,,,,,,,,,,,
2249,12/11/2007,26.68,6.4,0.88,6097.25,228.53,952.7,69.29,30.32%,23.99%,25.42,0.08,0.07,,,,,,,,,,,,
2250,12/12/2007,27.69,6.44,0.83,6159.3,222.44,956.41,74.21,33.36%,23.26%,25.5,0.03,0.11,,,,,,,,,,,,
2251,12/13/2007,27.23,6.33,0.85,6058.1,222.48,957.05,71.27,32.04%,23.25%,25.55,-0.03,0.13,,,,,,,,,,,,
2252,12/14/2007,27.19,6.32,0.85,6047.7,222.42,956.91,71.15,31.99%,23.24%,25.57,-0.08,0.18,,,,,,,,,,,,
2253,12/17/2007,25.97,6.01,0.89,5777,222.45,961.23,64.91,29.18%,23.14%,25.57,-0.12,0.19,,,,,,,,,,,,
2254,12/18/2007,25.81,5.97,0.9,5742.3,222.48,961.86,63.8,28.68%,23.13%,25.57,-0.14,0.2,,,,,,,,,,,,
2255,12/19/2007,25.85,5.98,0.89,5751.15,222.48,961.73,64.62,29.04%,23.13%,25.58,-0.16,0.2,,,,,,,,,,,,
2256,12/20/2007,25.92,6,0.89,5766.5,222.47,961.08,64.79,29.12%,23.15%,25.58,-0.18,0.22,,,,,,,,,,,,
2257,12/24/2007,26.91,6.23,0.86,5985.1,222.41,960.69,69.59,31.29%,23.15%,25.62,-0.19,0.25,,,,,,,,,,,,
2258,12/26/2007,27.29,6.32,0.85,6070.75,222.45,960.56,71.42,32.11%,23.16%,25.67,-0.21,0.28,,,,,,,,,,,,
2259,12/27/2007,27.36,6.33,0.85,6081.5,222.28,960.74,71.55,32.19%,23.14%,25.74,-0.22,0.31,,,,,,,,,,,,
2260,12/28/2007,27.35,6.33,0.85,6079.7,222.29,960.46,71.53,32.18%,23.14%,25.81,-0.24,0.32,,,,,,,,,,,,
2261,12/31/2007,27.62,6.39,0.84,6138.6,222.25,960.66,73.08,32.88%,23.14%,25.89,-0.25,0.34,,,,,,,,,,,,
2262,1/1/2008,27.64,6.4,0.84,6144.35,222.3,960.05,73.15,32.90%,23.15%,25.98,-0.26,0.35,,,,,,,,,,,,
2263,1/2/2008,27.8,6.43,0.83,6179.4,222.28,961.03,74.45,33.49%,23.13%,26.07,-0.26,0.37,,,,,,,,,,,,
2264,1/3/2008,27.8,6.43,0.83,6178.55,222.25,960.89,74.44,33.49%,23.13%,26.12,-0.27,0.41,,,,,,,,,,,,
2265,1/4/2008,28.23,6.53,0.82,6274.3,222.26,960.84,76.52,34.43%,23.13%,26.19,-0.27,0.46,,,,,,,,,,,,
2266,1/7/2008,28.25,6.54,0.82,6279.1,222.27,960.11,76.57,34.45%,23.15%,26.26,-0.27,0.5,,,,,,,,,,,,
2267,1/8/2008,28.29,6.55,0.82,6287.85,222.26,959.98,76.68,34.50%,23.15%,26.33,-0.27,0.54,,,,,,,,,,,,
2268,1/9/2008,28.22,6.53,0.82,6272,222.25,960.49,76.49,34.41%,23.14%,26.42,-0.27,0.56,,,,,,,,,,,,
2269,1/10/2008,27.7,6.41,0.83,6156.95,222.27,960.52,74.18,33.37%,23.14%,26.51,-0.27,0.54,,,,,,,,,,,,
2270,1/11/2008,27.86,6.46,0.83,6200.1,222.54,959.77,74.7,33.57%,23.19%,26.62,-0.26,0.51,,,,,,,,,,,,
2271,1/14/2008,27.89,6.47,0.83,6206.8,222.55,959.32,74.78,33.60%,23.20%,26.72,-0.25,0.49,,,,,,,,,,,,
2272,1/15/2008,27.3,6.33,0.85,6074.25,222.5,959.6,71.46,32.12%,23.19%,26.79,-0.24,0.46,,,,,,,,,,,,
2273,1/16/2008,26.67,6.18,0.87,5935.75,222.56,960.48,68.23,30.66%,23.17%,26.84,-0.23,0.41,,,,,,,,,,,,
2274,1/17/2008,25.47,6.16,0.87,5913.2,232.16,959.94,67.97,29.28%,24.19%,26.86,-0.16,0.34,,,,,,,,,,,,
2275,1/18/2008,24.49,5.94,0.9,5705.3,232.96,960.49,63.39,27.21%,24.25%,26.86,-0.1,0.25,,,,,,,,,,,,
2276,1/21/2008,22.33,5.43,0.99,5208.8,233.26,959.26,52.61,22.56%,24.32%,26.78,-0.03,0.12,,,,,,,,,,,,
2277,1/22/2008,20.96,5.1,1.05,4899.3,233.75,960.65,46.66,19.96%,24.33%,26.64,0.04,-0.02,,,,,,,,,,,,
2278,1/23/2008,22.26,5.42,0.99,5203.4,233.76,960.04,52.56,22.48%,24.35%,26.54,0.1,-0.14,,,,,,,,,,,,
2279,1/24/2008,21.52,5.24,1.02,5033.45,233.9,960.58,49.35,21.10%,24.35%,26.41,0.17,-0.25,,,,,,,,,,,,
2280,1/25/2008,22.88,5.61,0.95,5383.35,235.29,959.6,56.67,24.08%,24.52%,26.31,0.24,-0.32,,,,,,,,,,,,
2281,1/28/2008,22.6,5.52,0.97,5274.1,233.37,955.45,54.37,23.30%,24.42%,26.21,0.3,-0.4,,,,,,,,,,,,
2282,1/29/2008,22.55,5.53,0.97,5280.8,234.18,954.94,54.44,23.25%,24.52%,26.11,0.36,-0.47,,,,,,,,,,,,
