,Date,Price/Earnings,Price/Bookvalue,Dividend Yield,Sensex,Shares Traded(Cr),Turnover (Rs Cr),Price/Earnings,Price/Bookvalue,Dividend Yield,50d TPE,50-d std,,,1/Div yield
244,2/29/1992,38.35,6.85,0.69,3017.68,-,-,38.35,6.85,0.69,30.65318182,3.029456782,,,1.449275362
245,3/2/1992,42.37,7.57,0.63,3333.25,-,-,42.37,7.57,0.63,31.31545455,3.265255729,,,1.587301587
246,3/3/1992,44.14,7.88,0.6,3472.78,-,-,44.14,7.88,0.6,32.03363636,3.528789016,,,1.666666667
247,3/9/1992,45.1,8.05,0.59,3547.61,-,-,45.1,8.05,0.59,32.74545455,3.793220661,,,1.694915254
248,3/10/1992,42.15,7.53,0.63,3316.03,-,-,42.15,7.53,0.63,33.32136364,3.96976422,,,1.587301587
249,3/11/1992,40.22,7.18,0.66,3163.68,-,-,40.22,7.18,0.66,33.83636364,4.097952357,,,1.515151515
250,3/12/1992,41.21,7.36,0.64,3241.97,-,-,41.21,7.36,0.64,34.39272727,4.241400366,,,1.5625
251,3/13/1992,41.43,7.4,0.64,3259.36,-,-,41.43,7.4,0.64,34.95318182,4.38312914,,,1.5625
252,3/16/1992,41.31,7.38,0.64,3250.7,-,-,41.31,7.38,0.64,35.49636364,4.515359214,,,1.5625
253,3/17/1992,40.66,7.26,0.65,3198.78,-,-,40.66,7.26,0.65,36.07636364,4.630214611,,,1.538461538
254,3/18/1992,39.76,7.1,0.67,3128.01,-,-,39.76,7.1,0.67,36.57,4.728106029,,,1.492537313
255,3/20/1992,41.23,7.36,0.64,3243.53,-,-,41.23,7.36,0.64,37.11181818,4.846342123,,,1.5625
256,3/24/1992,46.64,8.33,0.57,3669.58,-,-,46.64,8.33,0.57,37.88954545,5.057307412,,,1.754385965
257,3/25/1992,48.32,8.63,0.55,3802.17,-,-,48.32,8.63,0.55,38.67727273,5.292232886,,,1.818181818
258,3/27/1992,48.17,8.61,0.55,3791.18,-,-,48.17,8.61,0.55,39.47772727,5.512854908,,,1.818181818
259,3/30/1992,51.98,9.29,0.51,4091.43,-,-,51.98,9.29,0.51,40.46409091,5.801159661,,,1.960784314
260,3/31/1992,54.45,9.73,0.49,4285,-,-,54.45,9.73,0.49,41.52454545,6.124375712,,,2.040816327
261,4/2/1992,55.76,9.96,0.48,4387.86,-,-,55.76,9.96,0.48,42.64136364,6.455862406,,,2.083333333
262,4/3/1992,53.87,9.62,0.49,4238.25,-,-,53.87,9.62,0.49,43.65136364,6.728762862,,,2.040816327
263,4/6/1992,51.63,9.22,0.51,4062.57,-,-,51.63,9.22,0.51,44.48636364,6.946427093,,,1.960784314
264,4/7/1992,51.14,9.13,0.52,4023.11,-,-,51.14,9.13,0.52,45.225,7.145544265,,,1.923076923
265,4/8/1992,55.09,9.84,0.48,4333.57,-,-,55.09,9.84,0.48,46.13545455,7.405156489,,,2.083333333
266,4/10/1992,54.75,9.78,0.48,4306.43,-,-,54.75,9.78,0.48,46.88090909,7.647650102,,,2.083333333
267,4/13/1992,52.92,9.45,0.5,4163.02,-,-,52.92,9.45,0.5,47.36045455,7.848467347,,,2
268,4/22/1992,57.42,10.25,0.46,4467.32,-,-,57.42,10.25,0.46,47.96409091,8.116120578,,,2.173913043
269,4/28/1992,50.08,8.95,0.53,3896.9,-,-,50.08,8.95,0.53,48.19045455,8.255998678,,,1.886792453
270,4/29/1992,46.59,8.45,0.58,3674.41,-,-,46.59,8.45,0.58,48.39227273,8.351230619,,,1.724137931
271,4/30/1992,49.3,8.94,0.55,3887.72,-,-,49.3,8.94,0.55,48.805,8.474199922,,,1.818181818
272,5/6/1992,45.15,8.38,0.6,3560.72,-,-,45.15,8.38,0.6,48.98409091,8.547316868,,,1.666666667
273,5/7/1992,46.39,8.41,0.59,3658,-,-,46.39,8.41,0.59,49.20954545,8.631453745,,,1.694915254
274,5/11/1992,43.38,7.86,0.63,3420.05,-,-,43.38,7.86,0.63,49.30363636,8.684256013,,,1.587301587
275,5/12/1992,39.15,7.09,0.69,3086.37,-,-,39.15,7.09,0.69,49.235,8.706197764,,,1.449275362
276,5/13/1992,43.52,7.89,0.62,3431.13,-,-,43.52,7.89,0.62,49.40590909,8.759183559,,,1.612903226
277,5/14/1992,43.05,7.8,0.63,3394.48,-,-,43.05,7.8,0.63,49.48863636,8.806893831,,,1.587301587
278,5/18/1992,43.83,7.94,0.62,3456.16,-,-,43.83,7.94,0.62,49.36090909,8.859477497,,,1.612903226
279,5/19/1992,45.27,8.2,0.6,3568.67,-,-,45.27,8.2,0.6,49.22227273,8.923441563,,,1.666666667
280,5/20/1992,45.15,8.18,0.6,3559.28,-,-,45.15,8.18,0.6,49.085,8.983521883,,,1.666666667
281,5/22/1992,43.57,7.9,0.62,3435.07,-,-,43.57,7.9,0.62,48.70272727,9.030776193,,,1.612903226
282,5/25/1992,43.21,7.83,0.63,3406.29,-,-,43.21,7.83,0.63,48.19181818,9.073408011,,,1.587301587
283,5/26/1992,41.85,7.58,0.65,3298.74,-,-,41.85,7.58,0.65,47.55954545,9.105010013,,,1.538461538
284,5/27/1992,39.89,7.23,0.68,3144.79,-,-,39.89,7.23,0.68,46.92409091,9.124161925,,,1.470588235
285,5/28/1992,39.72,7.2,0.68,3072.48,-,-,39.72,7.2,0.68,46.38272727,9.141621199,,,1.470588235
286,5/29/1992,38.88,7.05,0.7,3006.08,-,-,38.88,7.05,0.7,45.82545455,9.151949639,,,1.428571429
287,6/1/1992,38.82,7.03,0.7,3001.24,-,-,38.82,7.03,0.7,45.08590909,9.159913707,,,1.428571429
288,6/2/1992,40.53,7.34,0.67,3133.83,-,-,40.53,7.34,0.67,44.43954545,9.175469158,,,1.492537313
289,6/3/1992,40.11,7.27,0.68,3101.66,-,-,40.11,7.27,0.68,43.85727273,9.187249808,,,1.470588235
290,6/4/1992,38.86,7.04,0.7,3004.92,-,-,38.86,7.04,0.7,43.01363636,9.190708657,,,1.428571429
291,6/5/1992,39.92,7.23,0.68,3086.74,-,-,39.92,7.23,0.68,42.55181818,9.1968567,,,1.470588235
292,6/8/1992,39.48,7.16,0.69,3100.66,-,-,39.48,7.16,0.69,42.22863636,9.200795401,,,1.449275362
293,6/9/1992,40.16,7.28,0.68,3154.23,-,-,40.16,7.28,0.68,41.81318182,9.20947051,,,1.470588235
294,6/10/1992,39.89,7.24,0.68,3140.8,-,-,39.89,7.24,0.68,41.57409091,9.214811759,,,1.470588235
295,6/25/1992,39.13,7.1,0.7,3081.32,-,-,39.13,7.1,0.7,41.24409091,9.216810511,,,1.428571429
296,6/26/1992,39.12,7.1,0.7,3080.54,-,-,39.12,7.1,0.7,41.05045455,9.216532954,,,1.428571429
297,7/15/1992,36.99,6.71,0.74,2912.92,-,-,36.99,6.71,0.74,40.95227273,9.211218782,,,1.351351351
298,7/16/1992,33.75,6.27,0.83,2809.69,-,-,33.75,6.27,0.83,40.50818182,9.195969367,,,1.204819277
299,7/17/1992,33.72,6.26,0.84,2806.31,-,-,33.72,6.26,0.84,40.08409091,9.181124213,,,1.19047619
300,7/20/1992,34.31,6.37,0.82,2855.43,-,-,34.31,6.37,0.82,39.65136364,9.168796269,,,1.219512195
301,7/21/1992,34.5,6.4,0.82,2870.59,-,-,34.5,6.4,0.82,39.16181818,9.152318434,,,1.219512195
302,7/22/1992,38.86,6.29,0.83,2818.12,-,-,38.86,6.29,0.83,38.87590909,9.14931451,,,1.204819277
303,7/23/1992,31.72,5.92,0.88,2678.34,-,-,31.72,5.92,0.88,38.33727273,9.125458077,,,1.136363636
304,7/27/1992,33.2,6.18,0.84,2804.15,-,-,33.2,6.18,0.84,37.88227273,9.104109489,,,1.19047619
305,7/28/1992,33.52,6.24,0.84,2830.57,-,-,33.52,6.24,0.84,37.50363636,9.081046175,,,1.19047619
306,7/29/1992,32.68,5.94,0.86,2755.25,-,-,32.68,5.94,0.86,37.17590909,9.056959182,,,1.162790698
307,7/30/1992,32.01,5.82,0.88,2698.83,-,-,32.01,5.82,0.88,36.82545455,9.031980537,,,1.136363636
308,7/31/1992,32.34,5.88,0.87,2727.06,-,-,32.34,5.88,0.87,36.52818182,9.008462326,,,1.149425287
309,8/3/1992,32.28,5.83,0.87,2722.65,-,-,32.28,5.83,0.87,36.23090909,8.983321032,,,1.149425287
310,8/4/1992,31.85,5.75,0.89,2686.49,-,-,31.85,5.75,0.89,35.83636364,8.962425709,,,1.123595506
311,8/5/1992,31.19,5.63,0.91,2630.23,-,-,31.19,5.63,0.91,35.43090909,8.941607107,,,1.098901099
312,8/6/1992,29.8,5.31,0.95,2529.59,-,-,29.8,5.31,0.95,35.01909091,8.921393257,,,1.052631579
313,8/7/1992,30.52,5.44,0.93,2590.68,-,-,30.52,5.44,0.93,34.59181818,8.902149966,,,1.075268817
314,8/10/1992,31.44,5.6,0.9,2668.25,-,-,31.44,5.6,0.9,34.22636364,8.884941762,,,1.111111111
315,8/11/1992,31.73,5.66,0.9,2693.42,-,-,31.73,5.66,0.9,33.84318182,8.869041263,,,1.111111111
316,8/12/1992,31.56,5.63,0.9,2678.83,-,-,31.56,5.63,0.9,33.46454545,8.850389457,,,1.111111111
317,8/14/1992,32.99,5.88,0.86,2795.18,-,-,32.99,5.88,0.86,33.18545455,8.834052414,,,1.162790698
318,8/17/1992,34.09,6.08,0.83,2889.08,-,-,34.09,6.08,0.83,32.95681818,8.819547619,,,1.204819277
319,8/18/1992,34.48,6.15,0.82,2921.53,-,-,34.48,6.15,0.82,32.84272727,8.80253875,,,1.219512195
320,8/19/1992,35.2,6.27,0.81,2982.6,-,-,35.2,6.27,0.81,32.90863636,8.783692893,,,1.234567901
321,8/20/1992,35.35,6.3,0.8,2995.25,-,-,35.35,6.3,0.8,32.98272727,8.768854467,,,1.25
322,8/21/1992,36.34,6.28,0.79,3034.94,-,-,36.34,6.28,0.79,33.075,8.761521619,,,1.265822785
323,8/24/1992,36.56,6.32,0.78,3053.12,-,-,36.56,6.32,0.78,33.16863636,8.75717298,,,1.282051282
324,8/25/1992,35.44,6.12,0.81,2959.41,-,-,35.44,6.12,0.81,33.01318182,8.751769613,,,1.234567901
325,8/26/1992,34.84,6.02,0.82,2909.32,-,-,34.84,6.02,0.82,33.155,8.745461556,,,1.219512195
326,8/27/1992,35.89,6.2,0.8,2996.98,-,-,35.89,6.2,0.8,33.27727273,8.740315993,,,1.25
327,8/28/1992,36.3,6.27,0.79,3031.63,-,-,36.3,6.27,0.79,33.40363636,8.736725219,,,1.265822785
328,9/1/1992,36.77,6.35,0.78,3070.49,-,-,36.77,6.35,0.78,33.58954545,8.733774459,,,1.282051282
329,9/2/1992,36.41,6.29,0.79,3040.57,-,-,36.41,6.29,0.79,33.78954545,8.729568986,,,1.265822785
330,9/3/1992,36.88,6.37,0.78,3079.53,-,-,36.88,6.37,0.78,33.99590909,8.725039766,,,1.282051282
331,9/4/1992,37.91,6.55,0.76,3166.1,-,-,37.91,6.55,0.76,34.25181818,8.7218345,,,1.315789474
332,9/7/1992,38.64,6.67,0.74,3226.52,-,-,38.64,6.67,0.74,34.56045455,8.721319843,,,1.351351351
333,9/8/1992,38.34,6.62,0.75,3201.46,-,-,38.34,6.62,0.75,34.88545455,8.719265898,,,1.333333333
334,9/9/1992,38.3,6.62,0.75,3198.69,-,-,38.3,6.62,0.75,35.27181818,8.717964505,,,1.333333333
335,9/11/1992,35.56,6.66,0.74,3219.92,-,-,35.56,6.66,0.74,35.50090909,8.710088866,,,1.351351351
336,9/14/1992,39.22,6.77,0.73,3274.85,-,-,39.22,6.77,0.73,35.85454545,8.713425339,,,1.369863014
337,9/15/1992,40.84,7.05,0.7,3410.29,-,-,40.84,7.05,0.7,36.26863636,8.724349228,,,1.428571429
338,9/16/1992,40.77,7.04,0.7,3404.96,-,-,40.77,7.04,0.7,36.68727273,8.731460102,,,1.428571429
339,9/17/1992,40.45,6.99,0.71,3378.18,-,-,40.45,6.99,0.71,37.02636364,8.73647971,,,1.408450704
340,9/18/1992,40.52,7,0.71,3383.62,-,-,40.52,7,0.71,37.31863636,8.743610039,,,1.408450704
341,9/21/1992,39.2,6.77,0.73,3274.74,-,-,39.2,6.77,0.73,37.53318182,8.747415893,,,1.369863014
342,9/22/1992,39.46,6.56,0.74,3298.75,-,-,39.46,6.56,0.74,37.72681818,8.753633503,,,1.351351351
343,9/24/1992,38.84,6.46,0.75,3246.96,-,-,38.84,6.46,0.75,37.88545455,8.755942127,,,1.333333333
344,9/25/1992,38.96,6.48,0.75,3256.59,-,-,38.96,6.48,0.75,38.00454545,8.758924782,,,1.333333333
345,9/28/1992,38.81,6.45,0.75,3239.98,-,-,38.81,6.45,0.75,38.10681818,8.750984713,,,1.333333333
346,9/29/1992,39.07,6.5,0.75,3195.75,-,-,39.07,6.5,0.75,38.27181818,8.741288488,,,1.333333333
347,9/30/1992,40.28,6.7,0.73,3294.42,-,-,40.28,6.7,0.73,38.51909091,8.735330133,,,1.369863014
348,10/1/1992,40.54,6.79,0.72,3315.72,-,-,40.54,6.79,0.72,38.73045455,8.732792868,,,1.388888889
349,10/6/1992,39.71,6.5,0.74,3247.76,-,-,39.71,6.5,0.74,38.88545455,8.72648547,,,1.351351351
350,10/8/1992,39.27,6.53,0.74,3211.55,-,-,39.27,6.53,0.74,38.99909091,8.71319289,,,1.351351351
351,10/9/1992,40.05,6.66,0.73,3275.57,-,-,40.05,6.66,0.73,39.16454545,8.705415805,,,1.369863014
352,10/12/1992,34.98,5.32,0.76,3166.52,-,-,34.98,5.32,0.76,39.07818182,8.688532368,,,1.315789474
353,10/13/1992,38.98,6.48,0.75,3187.76,-,-,38.98,6.48,0.75,39.12681818,8.677127993,,,1.333333333
354,10/14/1992,37.97,6.32,0.77,3105.63,-,-,37.97,6.32,0.77,39.09636364,8.662222302,,,1.298701299
355,10/15/1992,37.74,6.28,0.78,3086.45,-,-,37.74,6.28,0.78,39.06909091,8.643401995,,,1.282051282
356,10/20/1992,37.3,6.2,0.78,3050.9,-,-,37.3,6.2,0.78,39.02363636,8.622565068,,,1.282051282
357,10/21/1992,35.88,5.97,0.82,2934.66,-,-,35.88,5.97,0.82,39.03818182,8.599019809,,,1.219512195
358,10/22/1992,36.53,6.08,0.8,2987.29,-,-,36.53,6.08,0.8,38.91590909,8.573559919,,,1.25
359,10/25/1992,36.52,6.07,0.8,2987.21,-,-,36.52,6.07,0.8,38.71954545,8.553579634,,,1.25
360,10/28/1992,35.17,5.85,0.83,2876.7,-,-,35.17,5.85,0.83,38.465,8.532694445,,,1.204819277
361,10/29/1992,35,5.82,0.84,2862.15,-,-,35,5.82,0.84,38.21727273,8.509530533,,,1.19047619
362,10/30/1992,34.64,5.76,0.84,2833.34,-,-,34.64,5.76,0.84,37.95,8.482753332,,,1.19047619
363,11/3/1992,35.9,5.97,0.81,2928.89,-,-,35.9,5.97,0.81,37.8,8.453158025,,,1.234567901
364,11/4/1992,35.92,5.97,0.81,2926.18,-,-,35.92,5.97,0.81,37.63909091,8.423601847,,,1.234567901
365,11/5/1992,34.26,5.7,0.85,2794.83,-,-,34.26,5.7,0.85,37.43090909,8.387306266,,,1.176470588
366,11/6/1992,33.78,5.62,0.87,2756.19,-,-,33.78,5.62,0.87,37.19545455,8.353649233,,,1.149425287
367,11/9/1992,32.92,5.47,0.89,2685.39,-,-,32.92,5.47,0.89,36.92772727,8.321034471,,,1.123595506
368,11/11/1992,31.83,5.29,0.92,2596.53,-,-,31.83,5.29,0.92,36.59863636,8.302469719,,,1.086956522
369,11/12/1992,32.38,5.39,0.9,2641.81,-,-,32.38,5.39,0.9,36.23954545,8.266939106,,,1.111111111
370,11/13/1992,31.71,5.27,0.92,2586.68,-,-,31.71,5.27,0.92,35.83818182,8.236182547,,,1.086956522
371,11/18/1992,30.95,5.15,0.95,2524.71,-,-,30.95,5.15,0.95,35.44,8.206950765,,,1.052631579
372,11/19/1992,29.7,4.94,0.98,2423.26,-,-,29.7,4.94,0.98,35.005,8.177234954,,,1.020408163
373,11/20/1992,30.39,5.06,0.96,2479.56,-,-,30.39,5.06,0.96,34.56590909,8.147504093,,,1.041666667
374,11/23/1992,31.02,5.16,0.94,2530.47,-,-,31.02,5.16,0.94,34.38590909,8.117134249,,,1.063829787
375,11/24/1992,31.22,5.19,0.94,2546.86,-,-,31.22,5.19,0.94,34.03318182,8.087555899,,,1.063829787
376,11/25/1992,31.34,5.21,0.93,2556.56,-,-,31.34,5.21,0.93,33.73181818,8.05848915,,,1.075268817
377,11/26/1992,30.97,5.15,0.94,2487.11,-,-,30.97,5.15,0.94,33.42409091,8.029369905,,,1.063829787
378,11/27/1992,30.96,5.15,0.94,2486.41,-,-,30.96,5.15,0.94,33.13590909,7.997420529,,,1.063829787
379,11/30/1992,31.35,5.21,0.93,2518.1,-,-,31.35,5.21,0.93,32.93,7.96672043,,,1.075268817
380,12/1/1992,31.72,5.28,0.92,2547.69,-,-,31.72,5.28,0.92,32.71136364,7.936699815,,,1.086956522
381,12/2/1992,32.29,5.37,0.91,2593.62,-,-,32.29,5.37,0.91,32.51909091,7.906145014,,,1.098901099
382,12/3/1992,32.62,5.43,0.9,2619.9,-,-,32.62,5.43,0.9,32.40318182,7.874172355,,,1.111111111
383,12/4/1992,33.58,5.58,0.87,2696.86,-,-,33.58,5.58,0.87,32.33863636,7.839592756,,,1.149425287
384,12/10/1992,31.75,5.28,0.92,2550.22,-,-,31.75,5.28,0.92,32.20727273,7.805683324,,,1.086956522
385,12/11/1992,31.59,5.25,0.93,2536.87,-,-,31.59,5.25,0.93,32.01136364,7.771970155,,,1.075268817
386,12/14/1992,30.75,5.11,0.95,2469.45,-,-,30.75,5.11,0.95,31.77636364,7.741084436,,,1.052631579
387,12/15/1992,30.84,5.13,0.95,2477.27,-,-,30.84,5.13,0.95,31.62090909,7.708395282,,,1.052631579
388,12/16/1992,29.57,4.92,0.99,2374.72,-,-,29.57,4.92,0.99,31.42954545,7.678506549,,,1.01010101
389,12/17/1992,29.88,4.97,0.98,2400.16,-,-,29.88,4.97,0.98,31.29136364,7.652042825,,,1.020408163
390,12/18/1992,30.84,5.13,0.95,2476.89,-,-,30.84,5.13,0.95,31.24636364,7.621373147,,,1.052631579
391,12/21/1992,30.83,5.29,0.94,2542.1,-,-,30.83,5.29,0.94,31.17590909,7.588312553,,,1.063829787
392,12/22/1992,31.07,5.33,0.93,2562.1,-,-,31.07,5.33,0.93,31.14681818,7.551486961,,,1.075268817
393,12/23/1992,31.19,5.35,0.93,2571.36,-,-,31.19,5.35,0.93,31.15772727,7.514811029,,,1.075268817
394,12/24/1992,31.72,5.44,0.91,2615.37,-,-,31.72,5.44,0.91,31.24954545,7.475744613,,,1.098901099
395,1/4/1993,30.8,5.28,0.94,2539.67,-,-,30.8,5.28,0.94,31.26818182,7.443006973,,,1.063829787
396,1/5/1993,30.34,5.2,0.95,2501.52,-,-,30.34,5.2,0.95,31.23727273,7.411477055,,,1.052631579
397,1/6/1993,29.69,5.09,0.97,2447.5,-,-,29.69,5.09,0.97,31.16772727,7.38158997,,,1.030927835
398,1/7/1993,29.06,4.98,0.99,2395.8,-,-,29.06,4.98,0.99,31.06409091,7.353223568,,,1.01010101
399,1/8/1993,29.37,5.04,0.98,2420.67,-,-,29.37,5.04,0.98,30.99136364,7.322583701,,,1.020408163
400,1/14/1993,29.34,5.12,0.97,2459.67,-,-,29.34,5.12,0.97,30.91772727,7.293937823,,,1.030927835
401,1/15/1993,30.65,5.25,0.94,2525.54,-,-,30.65,5.25,0.94,30.88590909,7.258480208,,,1.063829787
402,1/18/1993,31.37,5.38,0.92,2586.05,-,-,31.37,5.38,0.92,30.87,7.219870376,,,1.086956522
403,1/19/1993,30.87,5.3,0.94,2545.12,-,-,30.87,5.3,0.94,30.80545455,7.181164316,,,1.063829787
404,1/20/1993,30.17,5.27,0.94,2531.55,-,-,30.17,5.27,0.94,30.69409091,7.142115285,,,1.063829787
405,1/21/1993,30.86,5.29,0.94,2544.23,-,-,30.86,5.29,0.94,30.57045455,7.099006057,,,1.063829787
406,1/22/1993,30.83,5.29,0.94,2542.39,-,-,30.83,5.29,0.94,30.52863636,7.054355067,,,1.063829787
407,1/25/1993,30.99,5.32,0.93,2555.85,-,-,30.99,5.32,0.93,30.50136364,7.011086007,,,1.075268817
408,1/27/1993,31.46,5.4,0.92,2595.13,-,-,31.46,5.4,0.92,30.53363636,6.970310089,,,1.086956522
409,1/28/1993,32.17,5.52,0.9,2654.25,-,-,32.17,5.52,0.9,30.59409091,6.926934435,,,1.111111111
410,1/29/1993,32.49,5.58,0.89,2680.79,-,-,32.49,5.58,0.89,30.72681818,6.886586776,,,1.123595506
411,2/1/1993,31.95,5.48,0.9,2634.43,-,-,31.95,5.48,0.9,30.82090909,6.846576886,,,1.111111111
412,2/2/1993,32.29,5.54,0.89,2663,-,-,32.29,5.54,0.89,30.88681818,6.810135645,,,1.123595506
413,2/3/1993,32.27,5.54,0.89,2660.75,-,-,32.27,5.54,0.89,30.95227273,6.774518651,,,1.123595506
414,2/4/1993,32,5.49,0.9,2638.54,-,-,32,5.49,0.9,30.99454545,6.741982616,,,1.111111111
415,2/5/1993,32.13,5.51,0.9,2648.89,-,-,32.13,5.51,0.9,31.03727273,6.705966244,,,1.111111111
416,2/8/1993,32.89,5.64,0.88,2712.56,-,-,32.89,5.64,0.88,31.09045455,6.667223978,,,1.136363636
417,2/9/1993,33.61,5.77,0.86,2771.68,-,-,33.61,5.77,0.86,31.21818182,6.625247512,,,1.162790698
418,2/10/1993,34.1,5.85,0.85,2812.12,-,-,34.1,5.85,0.85,31.38909091,6.584292233,,,1.176470588
419,2/11/1993,33.7,5.8,0.85,2785.83,-,-,33.7,5.8,0.85,31.57136364,6.546120643,,,1.176470588
420,2/12/1993,33.29,5.71,0.87,2745.48,-,-,33.29,5.71,0.87,31.76363636,6.508202385,,,1.149425287
421,2/15/1993,32.02,5.49,0.9,2640.4,-,-,32.02,5.49,0.9,31.88409091,6.475337431,,,1.111111111
422,2/16/1993,31.43,5.43,0.91,2607.51,-,-,31.43,5.43,0.91,31.97909091,6.442332242,,,1.098901099
423,2/17/1993,32,5.49,0.9,2638.85,-,-,32,5.49,0.9,32.04045455,6.417679983,,,1.111111111
424,2/18/1993,32.48,5.57,0.89,2671.37,-,-,32.48,5.57,0.89,32.09090909,6.390630204,,,1.123595506
425,2/22/1993,33.13,5.68,0.87,2708.34,-,-,33.13,5.68,0.87,32.19363636,6.362429651,,,1.149425287
426,2/23/1993,33.52,5.75,0.86,2741.38,-,-,33.52,5.75,0.86,32.34590909,6.334624148,,,1.162790698
427,2/24/1993,33.68,5.78,0.86,2753.67,-,-,33.68,5.78,0.86,32.47409091,6.307728072,,,1.162790698
428,2/25/1993,34.22,5.88,0.84,2799.35,-,-,34.22,5.88,0.84,32.62818182,6.278623157,,,1.19047619
429,2/26/1993,34.39,5.9,0.84,2813.15,-,-,34.39,5.9,0.84,32.78272727,6.251803237,,,1.19047619
430,2/27/1993,34.03,5.84,0.85,2783.58,-,-,34.03,5.84,0.85,32.89954545,6.22882146,,,1.176470588
431,3/1/1993,31.45,5.4,0.92,2571.18,-,-,31.45,5.4,0.92,32.86681818,6.219486882,,,1.086956522
432,3/2/1993,31.11,5.34,0.93,2543.82,-,-,31.11,5.34,0.93,32.80409091,6.211703439,,,1.075268817
433,3/3/1993,31.38,5.38,0.92,2565.32,-,-,31.38,5.38,0.92,32.77818182,6.199461464,,,1.086956522
434,3/4/1993,30.98,5.32,0.93,2532.67,-,-,30.98,5.32,0.93,32.71863636,6.189290963,,,1.075268817
435,3/5/1993,30.25,5.19,0.95,2471.74,-,-,30.25,5.19,0.95,32.62681818,6.183185366,,,1.052631579
436,3/9/1993,28.61,4.9,1.01,2336.96,-,-,28.61,4.9,1.01,32.47272727,6.187576525,,,0.99009901
437,3/10/1993,28.01,4.8,1.03,2287.15,-,-,28.01,4.8,1.03,32.28545455,6.186843487,,,0.970873786
438,3/11/1993,28.52,4.89,1.01,2330.09,-,-,28.52,4.89,1.01,32.08681818,6.189149117,,,0.99009901
439,3/12/1993,28.9,4.95,0.98,2361.15,-,-,28.9,4.95,0.98,31.87272727,6.191507596,,,1.020408163
440,3/15/1993,29.56,5.07,0.98,2421.27,-,-,29.56,5.07,0.98,31.66636364,6.191345476,,,1.020408163
441,3/16/1993,30.03,5.15,0.96,2459.85,-,-,30.03,5.15,0.96,31.49954545,6.195800158,,,1.041666667
442,3/17/1993,29.42,5.05,0.98,2409.23,-,-,29.42,5.05,0.98,31.32363636,6.201547671,,,1.020408163
443,3/18/1993,29.22,5.01,0.99,2393.58,-,-,29.22,5.01,0.99,31.19636364,6.207082558,,,1.01010101
444,3/19/1993,29.02,4.98,0.99,2376.76,-,-,29.02,4.98,0.99,31.08681818,6.217493509,,,1.01010101
445,3/22/1993,29.32,5.03,0.98,2402.2,-,-,29.32,5.03,0.98,30.965,6.22646442,,,1.020408163
446,3/23/1993,29.03,4.98,0.99,2378.55,-,-,29.03,4.98,0.99,30.80818182,6.238815145,,,1.01010101
447,3/26/1993,28.59,4.9,1.01,2341.42,-,-,28.59,4.9,1.01,30.60181818,6.258575836,,,0.99009901
448,3/29/1993,27.85,4.78,1.04,2276.9,-,-,27.85,4.78,1.04,30.34409091,6.285661614,,,0.961538462
449,3/30/1993,27.22,4.67,1.06,2225.08,-,-,27.22,4.67,1.06,30.05045455,6.316862541,,,0.943396226
450,3/31/1993,27.89,4.79,1.03,2280.52,-,-,27.89,4.79,1.03,29.76272727,6.341985334,,,0.970873786
451,4/2/1993,28.27,4.85,1.02,2311.44,-,-,28.27,4.85,1.02,29.48454545,6.351270715,,,0.980392157
452,4/7/1993,29.47,5.06,0.98,2408.68,-,-,29.47,5.06,0.98,29.27727273,6.343400957,,,1.020408163
453,4/8/1993,28.27,4.85,1.02,2310.91,-,-,28.27,4.85,1.02,29.13272727,6.33492475,,,0.980392157
454,4/12/1993,27.6,4.73,1.05,2222.69,-,-,27.6,4.73,1.05,28.97318182,6.347006057,,,0.952380952
455,4/13/1993,27.65,4.74,1.04,2226.84,-,-,27.65,4.74,1.04,28.80363636,6.365850616,,,0.961538462
456,4/15/1993,28.47,4.89,1.01,2293.12,-,-,28.47,4.89,1.01,28.68954545,6.375479732,,,0.99009901
457,4/16/1993,28.56,4.9,1.01,2299.78,-,-,28.56,4.9,1.01,28.61272727,6.383056839,,,0.99009901
458,4/19/1993,28.17,4.83,1.03,2268.15,-,-,28.17,4.83,1.03,28.59272727,6.392707735,,,0.970873786
459,4/20/1993,27.38,4.7,1.05,2204.91,-,-,27.38,4.7,1.05,28.56409091,6.409079425,,,0.952380952
460,4/21/1993,27.19,4.66,1.06,2189.51,-,-,27.19,4.66,1.06,28.50363636,6.4291385,,,0.943396226
461,4/22/1993,26.8,4.6,1.08,2158.96,-,-,26.8,4.6,1.08,28.40818182,6.445479288,,,0.925925926
462,4/23/1993,26.09,4.47,1.11,2100.67,-,-,26.09,4.47,1.11,28.25045455,6.43083529,,,0.900900901
463,4/26/1993,25.29,4.34,1.14,2036.81,-,-,25.29,4.34,1.14,28.035,6.404818448,,,0.877192982
464,4/27/1993,25.71,4.41,1.12,2070.71,-,-,25.71,4.41,1.12,27.86636364,6.375127142,,,0.892857143
465,4/28/1993,26.34,4.52,1.1,2121.49,-,-,26.34,4.52,1.1,27.73545455,6.294802542,,,0.909090909
466,4/29/1993,26.63,4.57,1.08,2144.27,-,-,26.63,4.57,1.08,27.62681818,6.173372893,,,0.925925926
467,4/30/1993,27.19,4.66,1.06,2122.3,-,-,27.19,4.66,1.06,27.53,6.021374156,,,0.943396226
468,5/3/1993,26.7,4.58,1.08,2084.42,-,-,26.7,4.58,1.08,27.42409091,5.896928509,,,0.925925926
