,Date,Price/Earnings,Price/Bookvalue,Dividend Yield,Sensex,Shares Traded(Cr),Turnover (Rs Cr),Price/Earnings,Price/Bookvalue,Dividend Yield,50d TPE,50-d std,,,1/Div yield
1628,4/22/1998,16.81,2.88,1.33,4179.44,-,-,16.81,2.88,1.33,16.29727273,1.290617487,,,0.751879699
1629,4/23/1998,16.46,2.82,1.36,4092.23,-,-,16.46,2.82,1.36,16.34636364,1.295201348,,,0.735294118
1630,4/24/1998,16.29,2.79,1.37,4050.98,-,-,16.29,2.79,1.37,16.365,1.298769982,,,0.729927007
1631,4/27/1998,16.42,2.81,1.36,4082.83,-,-,16.42,2.81,1.36,16.39636364,1.303034699,,,0.735294118
1632,4/29/1998,15.97,2.73,1.4,3970.28,-,-,15.97,2.73,1.4,16.40318182,1.304375137,,,0.714285714
1633,4/30/1998,16.11,2.76,1.38,4006.81,-,-,16.11,2.76,1.38,16.42681818,1.306754938,,,0.724637681
1634,5/4/1998,16.63,2.85,1.34,4135.81,-,-,16.63,2.85,1.34,16.47090909,1.312060745,,,0.746268657
1635,5/5/1998,16.68,2.85,1.34,4147.29,-,-,16.68,2.85,1.34,16.51636364,1.317474141,,,0.746268657
1636,5/6/1998,16.37,2.8,1.36,4069.79,-,-,16.37,2.8,1.36,16.54909091,1.318633257,,,0.735294118
1637,5/8/1998,16.17,2.77,1.38,4022.2,-,-,16.17,2.77,1.38,16.55863636,1.31765756,,,0.724637681
1638,5/12/1998,15.86,2.71,1.41,3945.13,-,-,15.86,2.71,1.41,16.54954545,1.314350049,,,0.709219858
1639,5/13/1998,15.21,2.6,1.47,3782.76,-,-,15.21,2.6,1.47,16.49590909,1.309258852,,,0.680272109
1640,5/14/1998,15.67,2.68,1.42,3897.94,-,-,15.67,2.68,1.42,16.44590909,1.305410585,,,0.704225352
1641,5/15/1998,15.48,2.65,1.44,3849.8,-,-,15.48,2.65,1.44,16.38272727,1.301665073,,,0.694444444
1642,5/18/1998,15.74,2.69,1.42,3908.48,-,-,15.74,2.69,1.42,16.33363636,1.298491009,,,0.704225352
1643,5/19/1998,15.8,2.7,1.41,3924.42,-,-,15.8,2.7,1.41,16.29909091,1.292870415,,,0.709219858
1644,5/20/1998,15.93,2.73,1.4,3956.93,-,-,15.93,2.73,1.4,16.27636364,1.288852055,,,0.714285714
1645,5/21/1998,15.74,2.69,1.42,3908.79,-,-,15.74,2.69,1.42,16.22545455,1.28542716,,,0.704225352
1646,5/22/1998,15.69,2.68,1.42,3897.1,-,-,15.69,2.68,1.42,16.18272727,1.280472848,,,0.704225352
1647,5/25/1998,15.73,2.69,1.42,3908.11,-,-,15.73,2.69,1.42,16.13227273,1.275717555,,,0.704225352
1648,5/26/1998,15.6,2.67,1.43,3875.06,-,-,15.6,2.67,1.43,16.07181818,1.273109663,,,0.699300699
1649,5/27/1998,15.21,2.6,1.47,3777.19,-,-,15.21,2.6,1.47,15.98045455,1.269137919,,,0.680272109
1650,5/28/1998,14.98,2.56,1.49,3721.93,-,-,14.98,2.56,1.49,15.89727273,1.266212976,,,0.67114094
1651,5/29/1998,14.84,2.54,1.5,3686.39,-,-,14.84,2.54,1.5,15.82363636,1.26249995,,,0.666666667
1652,6/1/1998,14.67,2.51,1.52,3642.68,-,-,14.67,2.51,1.52,15.75,1.257988968,,,0.657894737
1653,6/2/1998,14.39,2.46,1.55,3573.21,-,-,14.39,2.46,1.55,15.65772727,1.2519091,,,0.64516129
1654,6/3/1998,14.49,2.48,1.54,3597.98,-,-,14.49,2.48,1.54,15.59045455,1.246269003,,,0.649350649
1655,6/4/1998,14.28,2.44,1.56,3546.21,-,-,14.28,2.44,1.56,15.50727273,1.241694538,,,0.641025641
1656,6/5/1998,13.76,2.35,1.62,3417.89,-,-,13.76,2.35,1.62,15.37681818,1.238409665,,,0.617283951
1657,6/8/1998,13.76,2.35,1.62,3416.73,-,-,13.76,2.35,1.62,15.24409091,1.234103679,,,0.617283951
1658,6/9/1998,13.96,2.39,1.6,3468.07,-,-,13.96,2.39,1.6,15.13454545,1.228318809,,,0.625
1659,6/10/1998,13.33,2.28,1.67,3311.41,-,-,13.33,2.28,1.67,15.00545455,1.228165166,,,0.598802395
1660,6/11/1998,13.43,2.3,1.66,3335.76,-,-,13.43,2.3,1.66,14.895,1.226611364,,,0.602409639
1661,6/12/1998,13.48,2.31,1.66,3347.41,-,-,13.48,2.31,1.66,14.81636364,1.221318187,,,0.602409639
1662,6/15/1998,12.69,2.17,1.76,3152.96,-,-,12.69,2.17,1.76,14.68090909,1.217725756,,,0.568181818
1663,6/16/1998,12.73,2.18,1.75,3161.08,-,-,12.73,2.18,1.75,14.55590909,1.214411275,,,0.571428571
1664,6/17/1998,13.69,2.34,1.63,3400.95,-,-,13.69,2.34,1.63,14.46272727,1.208206362,,,0.613496933
1665,6/18/1998,13.26,2.27,1.68,3292.33,-,-,13.26,2.27,1.68,14.34727273,1.204914229,,,0.595238095
1666,6/19/1998,12.65,2.17,1.76,3143.1,-,-,12.65,2.17,1.76,14.19818182,1.202702506,,,0.568181818
1667,6/22/1998,12.39,2.12,1.8,3078.51,-,-,12.39,2.12,1.8,14.04590909,1.203919396,,,0.555555556
1668,6/23/1998,12.23,2.09,1.82,3037.34,-,-,12.23,2.09,1.82,13.88863636,1.207666943,,,0.549450549
1669,6/24/1998,12.51,2.15,1.83,3143.64,-,-,12.51,2.15,1.83,13.74227273,1.209957201,,,0.546448087
1670,6/25/1998,12.77,2.2,1.79,3208.54,-,-,12.77,2.2,1.79,13.61363636,1.213178872,,,0.558659218
1671,6/26/1998,12.61,2.17,1.81,3168.82,-,-,12.61,2.17,1.81,13.49545455,1.216175857,,,0.552486188
1672,6/29/1998,13.09,2.25,1.75,3289.56,-,-,13.09,2.25,1.75,13.40954545,1.217428021,,,0.571428571
1673,6/30/1998,12.94,2.22,1.77,3250.69,-,-,12.94,2.22,1.77,13.32318182,1.220678895,,,0.564971751
1674,7/1/1998,12.86,2.21,1.78,3230.6,-,-,12.86,2.21,1.78,13.24090909,1.223657325,,,0.561797753
1675,7/2/1998,12.66,2.18,1.81,3180.73,-,-,12.66,2.18,1.81,13.16227273,1.227868498,,,0.552486188
1676,7/3/1998,12.17,2.11,1.92,3089.02,-,-,12.17,2.11,1.92,13.05681818,1.236781349,,,0.520833333
1677,7/6/1998,12.5,2.17,1.87,3178.31,-,-,12.5,2.17,1.87,12.97590909,1.243206189,,,0.534759358
1678,7/7/1998,12.57,2.18,1.86,3195.94,-,-,12.57,2.18,1.86,12.92181818,1.248896334,,,0.537634409
1679,7/8/1998,12.77,2.21,1.83,3245.88,-,-,12.77,2.21,1.83,12.87681818,1.253204805,,,0.546448087
1680,7/9/1998,13.11,2.27,1.78,3331.98,-,-,13.11,2.27,1.78,12.83818182,1.255589355,,,0.561797753
1681,7/10/1998,13.38,2.32,1.74,3401.74,-,-,13.38,2.32,1.74,12.84045455,1.256579946,,,0.574712644
1682,7/13/1998,13.07,2.27,1.78,3322.17,-,-,13.07,2.27,1.78,12.82409091,1.258545823,,,0.561797753
1683,7/14/1998,13.26,2.3,1.76,3371.5,-,-,13.26,2.3,1.76,12.81409091,1.25905827,,,0.568181818
1684,7/15/1998,13.24,2.3,1.76,3365.72,-,-,13.24,2.3,1.76,12.83909091,1.260202297,,,0.568181818
1685,7/16/1998,13.72,2.38,1.7,3488.77,-,-,13.72,2.38,1.7,12.88409091,1.259726649,,,0.588235294
1686,7/17/1998,13.71,2.36,1.71,3470.8,-,-,13.71,2.36,1.71,12.885,1.259598634,,,0.584795322
1687,7/20/1998,13.38,2.3,1.75,3384.75,-,-,13.38,2.3,1.75,12.89045455,1.260428161,,,0.571428571
1688,7/21/1998,13.25,2.28,1.77,3353.3,-,-,13.25,2.28,1.77,12.91772727,1.261467484,,,0.564971751
1689,7/22/1998,13.22,2.28,1.77,3344.33,-,-,13.22,2.28,1.77,12.95545455,1.262241,,,0.564971751
1690,7/23/1998,12.75,2.2,1.84,3227.52,-,-,12.75,2.2,1.84,12.97909091,1.265906786,,,0.543478261
1691,7/24/1998,12.53,2.16,1.87,3171.3,-,-,12.53,2.16,1.87,12.98,1.271048638,,,0.534759358
1692,7/27/1998,12.19,2.1,1.92,3085.17,-,-,12.19,2.1,1.92,12.95363636,1.278649204,,,0.520833333
1693,7/28/1998,12.52,2.15,1.87,3166.84,-,-,12.52,2.15,1.87,12.94954545,1.283855327,,,0.534759358
1694,7/29/1998,12.72,2.19,1.84,3219.93,-,-,12.72,2.19,1.84,12.93272727,1.287814451,,,0.543478261
1695,7/30/1998,12.69,2.19,1.85,3212.1,-,-,12.69,2.19,1.85,12.92136364,1.291876564,,,0.540540541
1696,7/31/1998,12.69,2.18,1.85,3211.31,-,-,12.69,2.18,1.85,12.91363636,1.295657594,,,0.540540541
1697,8/3/1998,12.08,2.03,1.96,3112.95,-,-,12.08,2.03,1.96,12.88727273,1.303137557,,,0.510204082
1698,8/4/1998,12.11,2.03,1.95,3119.54,-,-,12.11,2.03,1.95,12.88454545,1.310323165,,,0.512820513
1699,8/5/1998,12.16,2.04,1.94,3133.42,-,-,12.16,2.04,1.94,12.86909091,1.317061987,,,0.515463918
1700,8/6/1998,11.89,2,1.97,3096.33,-,-,11.89,2,1.97,12.83818182,1.32569011,,,0.507614213
1701,8/7/1998,11.76,1.98,2,3062.25,-,-,11.76,1.98,2,12.79227273,1.335523907,,,0.5
1702,8/10/1998,11.6,1.95,2.02,3020.71,-,-,11.6,1.95,2.02,12.72363636,1.346531606,,,0.495049505
1703,8/11/1998,11.41,1.92,2.06,2970.64,-,-,11.41,1.92,2.06,12.63409091,1.358746798,,,0.485436893
1704,8/12/1998,11.33,1.91,2.07,2950.8,-,-,11.33,1.91,2.07,12.555,1.371293624,,,0.483091787
1705,8/13/1998,11.49,1.93,2.04,2990.22,-,-,11.49,1.93,2.04,12.47454545,1.381571303,,,0.490196078
1706,8/14/1998,11.4,1.92,2.06,2968.75,-,-,11.4,1.92,2.06,12.39090909,1.391385843,,,0.485436893
1707,8/17/1998,11.2,1.88,2.1,2917.07,-,-,11.2,1.88,2.1,12.27636364,1.402644258,,,0.476190476
1708,8/18/1998,11.02,1.85,2.13,2867.99,-,-,11.02,1.85,2.13,12.15409091,1.416082605,,,0.469483568
1709,8/19/1998,11.08,1.86,2.12,2884.59,-,-,11.08,1.86,2.12,12.04954545,1.428252428,,,0.471698113
1710,8/20/1998,11.48,1.93,2.05,2989.6,-,-,11.48,1.93,2.05,11.96909091,1.435812689,,,0.487804878
1711,8/21/1998,11.23,1.89,2.09,2922.61,-,-,11.23,1.89,2.09,11.87863636,1.444761848,,,0.4784689
1712,8/24/1998,11.2,1.86,2.14,2950.44,-,-,11.2,1.86,2.14,11.80818182,1.452734827,,,0.46728972
1713,8/25/1998,11.36,1.88,2.11,2993.36,-,-,11.36,1.88,2.11,11.755,1.45970956,,,0.473933649
1714,8/27/1998,11.29,1.87,2.12,2974.83,-,-,11.29,1.87,2.12,11.71409091,1.467604827,,,0.471698113
1715,8/28/1998,11.04,1.83,2.17,2908.1,-,-,11.04,1.83,2.17,11.64681818,1.478537233,,,0.460829493
1716,8/31/1998,11.13,1.85,2.15,2933.85,-,-,11.13,1.85,2.15,11.57454545,1.489025462,,,0.465116279
1717,9/1/1998,10.86,1.8,2.21,2862.55,-,-,10.86,1.8,2.21,11.49136364,1.501931575,,,0.452488688
1718,9/2/1998,10.96,1.82,2.19,2886.91,-,-,10.96,1.82,2.19,11.41272727,1.514610084,,,0.456621005
1719,9/3/1998,11.08,1.84,2.16,2918.89,-,-,11.08,1.84,2.16,11.36727273,1.526032567,,,0.462962963
1720,9/4/1998,11.29,1.87,2.12,2975.1,-,-,11.29,1.87,2.12,11.33,1.535434949,,,0.471698113
1721,9/7/1998,11.58,1.92,2.07,3051.93,-,-,11.58,1.92,2.07,11.30363636,1.542669161,,,0.483091787
1722,9/8/1998,11.75,1.95,2.04,3096.1,-,-,11.75,1.95,2.04,11.29727273,1.548732973,,,0.490196078
1723,9/9/1998,11.75,1.95,2.04,3097.12,-,-,11.75,1.95,2.04,11.29681818,1.554748323,,,0.490196078
1724,9/10/1998,11.8,1.96,2.03,3108.67,-,-,11.8,1.96,2.03,11.30590909,1.560427142,,,0.492610837
1725,9/11/1998,11.7,1.94,2.05,3083.56,-,-,11.7,1.94,2.05,11.31909091,1.566619553,,,0.487804878
1726,9/14/1998,11.77,1.95,2.05,3167.22,-,-,11.77,1.95,2.05,11.33909091,1.572339816,,,0.487804878
1727,9/15/1998,11.75,1.95,2.05,3162.18,-,-,11.75,1.95,2.05,11.35090909,1.577868261,,,0.487804878
1728,9/16/1998,11.66,1.93,2.07,3138.66,-,-,11.66,1.93,2.07,11.36272727,1.583957354,,,0.483091787
1729,9/17/1998,11.46,1.91,2.09,3121.3,-,-,11.46,1.91,2.09,11.37454545,1.591327902,,,0.4784689
1730,9/18/1998,11.35,1.9,2.11,3090.72,-,-,11.35,1.9,2.11,11.38954545,1.599112986,,,0.473933649
1731,9/21/1998,11.31,1.89,2.12,3080.91,-,-,11.31,1.89,2.12,11.4,1.606658482,,,0.471698113
1732,9/22/1998,11.36,1.9,2.11,3095.25,-,-,11.36,1.9,2.11,11.39454545,1.613885398,,,0.473933649
1733,9/23/1998,11.51,1.92,2.08,3135.42,-,-,11.51,1.92,2.08,11.40727273,1.620395377,,,0.480769231
1734,9/24/1998,11.84,1.98,2.02,3225.3,-,-,11.84,1.98,2.02,11.43636364,1.624017407,,,0.495049505
1735,9/25/1998,11.83,1.98,2.02,3223.57,-,-,11.83,1.98,2.02,11.45772727,1.628294887,,,0.495049505
1736,9/28/1998,11.68,1.96,2.04,3206.92,-,-,11.68,1.96,2.04,11.47545455,1.633679985,,,0.490196078
1737,9/29/1998,11.47,1.92,2.08,3146.83,-,-,11.47,1.92,2.08,11.495,1.640487412,,,0.480769231
1738,9/30/1998,11.3,1.89,2.11,3102.29,-,-,11.3,1.89,2.11,11.50272727,1.648211925,,,0.473933649
1739,10/5/1998,10.41,1.75,2.28,2878.07,-,-,10.41,1.75,2.28,11.48227273,1.700393917,,,0.438596491
1740,10/6/1998,10.56,1.77,2.24,2919.74,-,-,10.56,1.77,2.24,11.46409091,1.676136885,,,0.446428571
1741,10/7/1998,10.88,1.83,2.18,3008.63,-,-,10.88,1.83,2.18,11.455,1.686473765,,,0.458715596
1742,10/8/1998,10.47,1.76,2.26,2896.14,-,-,10.47,1.76,2.26,11.41772727,1.699935723,,,0.442477876
1743,10/9/1998,10.55,1.77,2.25,2916.66,-,-,10.55,1.77,2.25,11.37090909,1.712227241,,,0.444444444
1744,10/12/1998,10.39,1.74,2.28,2872.48,-,-,10.39,1.74,2.28,11.30909091,1.762852643,,,0.438596491
1745,10/13/1998,10.24,1.72,2.31,2811.31,-,-,10.24,1.72,2.31,11.24045455,2.003281824,,,0.432900433
1746,10/14/1998,10.45,1.76,2.27,2890.72,-,-,10.45,1.76,2.27,11.17909091,1.751193613,,,0.440528634
1747,10/15/1998,10.33,1.73,2.29,2857.27,-,-,10.33,1.73,2.29,11.11681818,1.865345777,,,0.436681223
1748,10/16/1998,10.3,1.73,2.3,2848.11,-,-,10.3,1.73,2.3,11.05,1.964849412,,,0.434782609
1749,10/19/1998,10.32,1.73,2.3,2853.27,-,-,10.32,1.73,2.3,10.985,1.974679245,,,0.434782609
1750,10/20/1998,10,1.68,2.37,2764.16,-,-,10,1.68,2.37,10.90954545,0.993467499,,,0.421940928
1751,10/23/1998,10.07,1.69,2.35,2784.46,-,-,10.07,1.69,2.35,10.84636364,1.612251138,,,0.425531915
1752,10/26/1998,10.1,1.72,2.26,2889.71,-,-,10.1,1.72,2.26,10.78954545,1.832608012,,,0.442477876
1753,10/27/1998,10.12,1.72,2.26,2895.84,-,-,10.12,1.72,2.26,10.73545455,1.846814165,,,0.442477876
1754,10/28/1998,9.9,1.69,2.31,2833.04,-,-,9.9,1.69,2.31,10.66909091,2.120989857,,,0.432900433
1755,10/29/1998,9.95,1.69,2.3,2845.16,-,-,9.95,1.69,2.3,10.59818182,2.073159999,,,0.434782609
1756,10/30/1998,9.83,1.67,2.32,2812.49,-,-,9.83,1.67,2.32,10.50681818,2.106220136,,,0.431034483
1757,11/2/1998,9.83,1.67,2.32,2811.44,-,-,9.83,1.67,2.32,10.41590909,2.115821887,,,0.431034483
1758,11/3/1998,9.83,1.67,2.32,2812.06,-,-,9.83,1.67,2.32,10.33181818,2.125007337,,,0.431034483
1759,11/5/1998,9.94,1.69,2.3,2842.51,-,-,9.94,1.69,2.3,10.26227273,2.135229128,,,0.434782609
1760,11/6/1998,10.08,1.72,2.27,2884.37,-,-,10.08,1.72,2.27,10.20681818,1.9531459,,,0.440528634
1761,11/9/1998,10.43,1.77,2.19,2983.67,-,-,10.43,1.77,2.19,10.20772727,1.963063175,,,0.456621005
1762,11/10/1998,10.5,1.79,2.17,3004.67,-,-,10.5,1.79,2.17,10.205,1.97221039,,,0.460829493
1763,11/11/1998,10.41,1.77,2.2,2976.17,-,-,10.41,1.77,2.2,10.18363636,1.9817031,,,0.454545455
1764,11/12/1998,10.52,1.79,2.17,3009.57,-,-,10.52,1.79,2.17,10.18590909,1.990367772,,,0.460829493
1765,11/13/1998,10.4,1.77,2.2,2976.12,-,-,10.4,1.77,2.2,10.17909091,1.999847553,,,0.454545455
1766,11/16/1998,11.62,2.15,1.96,2945.4,-,-,11.62,2.15,1.96,10.235,2.002890802,,,0.510204082
1767,11/17/1998,11.74,2.17,1.94,2968.6,-,-,11.74,2.17,1.94,10.30318182,2.005465146,,,0.515463918
1768,11/18/1998,11.88,2.2,1.91,3003.25,-,-,11.88,2.2,1.91,10.36818182,2.007104984,,,0.523560209
1769,11/19/1998,11.73,2.17,1.94,2964.87,-,-,11.73,2.17,1.94,10.43181818,2.009497436,,,0.515463918
1770,11/20/1998,11.63,2.15,1.96,2941.39,-,-,11.63,2.15,1.96,10.49227273,2.012118775,,,0.510204082
1771,11/23/1998,11.55,2.14,1.97,2919.57,-,-,11.55,2.14,1.97,10.54818182,2.014854295,,,0.507614213
1772,11/24/1998,11.48,2.13,1.98,2903.56,-,-,11.48,2.13,1.98,10.61545455,2.017940506,,,0.505050505
1773,11/25/1998,11.4,2.11,2,2881.69,-,-,11.4,2.11,2,10.67590909,2.021218011,,,0.5
1774,11/26/1998,11.17,2.07,2.04,2825.08,-,-,11.17,2.07,2.04,10.72454545,2.025599914,,,0.490196078
1775,11/27/1998,11.01,2.04,2.07,2783.1,-,-,11.01,2.04,2.07,10.765,2.030860384,,,0.483091787
1776,11/30/1998,11.12,2.06,2.05,2810.66,-,-,11.12,2.06,2.05,10.82045455,2.035616157,,,0.487804878
1777,12/1/1998,11.09,2.05,2.05,2804.03,-,-,11.09,2.05,2.05,10.87227273,2.040505539,,,0.487804878
1778,12/2/1998,11.14,2.06,2.04,2816.59,-,-,11.14,2.06,2.04,10.93181818,2.045118888,,,0.490196078
1779,12/3/1998,11.09,2.05,2.05,2804.46,-,-,11.09,2.05,2.05,10.98909091,2.049769346,,,0.487804878
1780,12/4/1998,11.27,2.09,2.02,2849.82,-,-,11.27,2.09,2.02,11.05454545,2.053609221,,,0.495049505
1781,12/7/1998,11.56,2.14,1.97,2921.8,-,-,11.56,2.14,1.97,11.12818182,2.056307698,,,0.507614213
1782,12/8/1998,11.65,2.16,1.95,2945.64,-,-,11.65,2.16,1.95,11.19954545,2.058654578,,,0.512820513
1783,12/9/1998,11.67,2.16,1.95,2950.21,-,-,11.67,2.16,1.95,11.25590909,2.060958752,,,0.512820513
1784,12/10/1998,11.78,2.18,1.93,2979.6,-,-,11.78,2.18,1.93,11.31409091,2.06282146,,,0.518134715
1785,12/11/1998,11.88,2.2,1.92,3002.54,-,-,11.88,2.2,1.92,11.38090909,2.064346786,,,0.520833333
1786,12/14/1998,11.83,2.19,1.91,2990.44,-,-,11.83,2.19,1.91,11.44045455,2.066031413,,,0.523560209
1787,12/15/1998,11.58,2.14,1.95,2927.48,-,-,11.58,2.14,1.95,11.49409091,2.068527525,,,0.512820513
1788,12/16/1998,11.61,2.15,1.95,2936.92,-,-,11.61,2.15,1.95,11.49363636,2.070910038,,,0.512820513
1789,12/17/1998,11.33,2.1,1.99,2864.44,-,-,11.33,2.1,1.99,11.475,2.074286233,,,0.502512563
1790,12/18/1998,11.37,2.1,1.99,2875.09,-,-,11.37,2.1,1.99,11.45181818,2.077310715,,,0.502512563
1791,12/21/1998,11.76,2.18,1.92,2973.37,-,-,11.76,2.18,1.92,11.45318182,2.078598781,,,0.520833333
1792,12/22/1998,11.77,2.18,1.92,2976.58,-,-,11.77,2.18,1.92,11.45954545,2.079847114,,,0.520833333
1793,12/23/1998,11.72,2.17,1.93,2962.5,-,-,11.72,2.17,1.93,11.46727273,2.08127555,,,0.518134715
1794,12/24/1998,11.72,2.17,1.93,2963.45,-,-,11.72,2.17,1.93,11.47818182,2.08243063,,,0.518134715
1795,12/28/1998,12.08,2.24,1.87,3054.73,-,-,12.08,2.24,1.87,11.50909091,2.082780906,,,0.534759358
1796,12/29/1998,12.05,2.23,1.88,3046.29,-,-,12.05,2.23,1.88,11.54909091,2.082674281,,,0.531914894
1797,12/30/1998,12.3,2.28,1.84,3110.33,-,-,12.3,2.28,1.84,11.60772727,2.082029379,,,0.543478261
1798,12/31/1998,12.08,2.24,1.87,3055.41,-,-,12.08,2.24,1.87,11.65136364,2.080774875,,,0.534759358
1799,1/1/1999,12.1,2.24,1.87,3060.34,-,-,12.1,2.24,1.87,11.69727273,2.078737902,,,0.534759358
1800,1/4/1999,12.35,2.28,1.83,3122.04,-,-,12.35,2.28,1.83,11.75227273,2.073582369,,,0.546448087
1801,1/5/1999,12.45,2.3,1.81,3149.06,-,-,12.45,2.3,1.81,11.81409091,2.070495711,,,0.552486188
1802,1/6/1999,12.68,2.35,1.78,3205.68,-,-,12.68,2.35,1.78,11.87818182,2.065431397,,,0.561797753
1803,1/7/1999,13.05,2.41,1.73,3299.09,-,-,13.05,2.41,1.73,11.94590909,2.060859064,,,0.578034682
1804,1/8/1999,13.44,2.49,1.68,3397.84,-,-,13.44,2.49,1.68,12.02727273,2.056675412,,,0.595238095
1805,1/11/1999,13.58,2.51,1.66,3433.21,-,-,13.58,2.51,1.66,12.11409091,2.050664835,,,0.602409639
1806,1/12/1999,13.26,2.45,1.7,3353.22,-,-,13.26,2.45,1.7,12.18136364,2.044345138,,,0.588235294
1807,1/13/1999,13.08,2.42,1.73,3310.46,-,-,13.08,2.42,1.73,12.23590909,2.038849618,,,0.578034682
1808,1/14/1999,13.01,2.4,1.74,3292.28,-,-,13.01,2.4,1.74,12.28954545,2.033966761,,,0.574712644
1809,1/15/1999,12.67,2.34,1.79,3207.85,-,-,12.67,2.34,1.79,12.33909091,2.027498143,,,0.558659218
1810,1/18/1999,12.95,2.39,1.75,3278.58,-,-,12.95,2.39,1.75,12.4,2.020761293,,,0.571428571
1811,1/19/1999,12.72,2.35,1.78,3218.91,-,-,12.72,2.35,1.78,12.46318182,2.013154467,,,0.561797753
1812,1/21/1999,13.16,2.43,1.72,3329.93,-,-,13.16,2.43,1.72,12.54454545,2.005719312,,,0.581395349
1813,1/22/1999,13.03,2.41,1.74,3297.86,-,-,13.03,2.41,1.74,12.60227273,1.997603585,,,0.574712644
1814,1/25/1999,13.07,2.42,1.73,3309.15,-,-,13.07,2.42,1.73,12.66136364,1.985906641,,,0.578034682
1815,1/27/1999,13.25,2.45,1.71,3353.98,-,-,13.25,2.45,1.71,12.73090909,1.975355335,,,0.584795322
1816,1/28/1999,13.01,2.4,1.74,3292.95,-,-,13.01,2.4,1.74,12.78954545,1.963765435,,,0.574712644
1817,1/29/1999,13.1,2.42,1.73,3315.57,-,-,13.1,2.42,1.73,12.83590909,1.953793153,,,0.578034682
1818,2/1/1999,12.9,2.38,1.76,3265.91,-,-,12.9,2.38,1.76,12.87454545,1.94304185,,,0.568181818
1819,2/2/1999,12.79,2.36,1.77,3236.76,-,-,12.79,2.36,1.77,12.89681818,1.931948326,,,0.564971751
1820,2/3/1999,12.95,2.39,1.75,3277.57,-,-,12.95,2.39,1.75,12.93636364,1.920987662,,,0.571428571
1821,2/4/1999,12.79,2.36,1.77,3236.42,-,-,12.79,2.36,1.77,12.96772727,1.907315245,,,0.564971751
1822,2/5/1999,12.7,2.35,1.79,3215.35,-,-,12.7,2.35,1.79,12.98363636,1.892534967,,,0.558659218
1823,2/8/1999,12.58,2.32,1.8,3183.64,-,-,12.58,2.32,1.8,12.98954545,1.874421016,,,0.555555556
1824,2/9/1999,12.67,2.34,1.79,3207.71,-,-,12.67,2.34,1.79,12.98909091,1.851987588,,,0.558659218
1825,2/10/1999,13.07,2.41,1.74,3307.49,-,-,13.07,2.41,1.74,12.99,1.828223055,,,0.574712644
1826,2/11/1999,13.09,2.42,1.73,3313.4,-,-,13.09,2.42,1.73,12.97409091,1.804558917,,,0.578034682
1827,2/12/1999,13.19,2.44,1.72,3337.49,-,-,13.19,2.44,1.72,12.95636364,1.783487298,,,0.581395349
1828,2/15/1999,13.1,2.42,1.73,3315.08,-,-,13.1,2.42,1.73,12.94909091,1.763282091,,,0.578034682
1829,2/16/1999,13.21,2.44,1.72,3344.68,-,-,13.21,2.44,1.72,12.955,1.737928665,,,0.581395349
1830,2/17/1999,13.18,2.44,1.72,3336.42,-,-,13.18,2.44,1.72,12.96272727,1.714726774,,,0.581395349
1831,2/18/1999,13.24,2.45,1.71,3351.05,-,-,13.24,2.45,1.71,12.98863636,1.688595379,,,0.584795322
1832,2/19/1999,13.25,2.45,1.71,3354.92,-,-,13.25,2.45,1.71,13.00227273,1.660727246,,,0.584795322
1833,2/22/1999,13.05,2.41,1.74,3303.89,-,-,13.05,2.41,1.74,13.01727273,1.627771911,,,0.574712644
1834,2/23/1999,12.97,2.4,1.75,3283.97,-,-,12.97,2.4,1.75,13.00863636,1.599466884,,,0.571428571
1835,2/24/1999,12.99,2.4,1.75,3287.53,-,-,12.99,2.4,1.75,13.00681818,1.575034636,,,0.571428571
1836,2/25/1999,12.96,2.4,1.75,3281.29,-,-,12.96,2.4,1.75,13.00181818,1.552100415,,,0.571428571
1837,2/26/1999,12.78,2.36,1.78,3233.86,-,-,12.78,2.36,1.78,12.98045455,1.526731093,,,0.561797753
1838,2/27/1999,13.43,2.48,1.69,3399.63,-,-,13.43,2.48,1.69,12.99954545,1.50783097,,,0.591715976
1839,3/1/1999,13.92,2.57,1.63,3523.98,-,-,13.92,2.57,1.63,13.03681818,1.489002403,,,0.613496933
1840,3/3/1999,14.38,2.66,1.58,3640.42,-,-,14.38,2.66,1.58,13.10409091,1.465661454,,,0.632911392
1841,3/4/1999,14.23,2.63,1.59,3601.96,-,-,14.23,2.63,1.59,13.16954545,1.440135791,,,0.628930818
1842,3/5/1999,14.42,2.66,1.57,3649.06,-,-,14.42,2.66,1.57,13.23636364,1.419821894,,,0.636942675
1843,3/8/1999,14.75,2.72,1.54,3732.1,-,-,14.75,2.72,1.54,13.32545455,1.404483519,,,0.649350649
1844,3/9/1999,14.95,2.76,1.52,3778.44,-,-,14.95,2.76,1.52,13.42772727,1.394722362,,,0.657894737
1845,3/10/1999,14.79,2.73,1.53,3743.37,-,-,14.79,2.73,1.53,13.52818182,1.390786076,,,0.653594771
1846,3/11/1999,14.51,2.68,1.56,3673.51,-,-,14.51,2.68,1.56,13.61181818,1.379471244,,,0.641025641
1847,3/12/1999,14.63,2.7,1.55,3702.81,-,-,14.63,2.7,1.55,13.68272727,1.371212013,,,0.64516129
1848,3/15/1999,14.95,2.76,1.52,3783.71,-,-,14.95,2.76,1.52,13.76727273,1.362659794,,,0.657894737
